Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"OI","O I GLASS INC","Materials","Equity","542,344.25","0.00","542,344.25","44,273.00","12.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VCEL","VERICEL CORP","Health Care","Equity","543,575.34","0.00","543,575.34","11,781.00","46.14","United States","NASDAQ","USD","1.00","USD","-"
"LZB","LA-Z-BOY INC","Consumer Discretionary","Equity","542,154.48","0.00","542,154.48","12,964.00","41.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACAD","ACADIA PHARMACEUTICALS INC","Health Care","Equity","539,924.00","0.00","539,924.00","35,060.00","15.40","United States","NASDAQ","USD","1.00","USD","-"
"NTLA","INTELLIA THERAPEUTICS INC","Health Care","Equity","539,983.57","0.00","539,983.57","23,611.00","22.87","United States","NASDAQ","USD","1.00","USD","-"
"IRTC","IRHYTHM TECHNOLOGIES INC","Health Care","Equity","538,889.18","0.00","538,889.18","8,089.00","66.62","United States","NASDAQ","USD","1.00","USD","-"
"NBTB","NBT BANCORP INC","Financials","Equity","536,564.56","0.00","536,564.56","11,816.00","45.41","United States","NASDAQ","USD","1.00","USD","-"
"BEAM","BEAM THERAPEUTICS INC","Health Care","Equity","535,310.38","0.00","535,310.38","21,533.00","24.86","United States","NASDAQ","USD","1.00","USD","-"
"SXI","STANDEX INTERNATIONAL CORP","Industrials","Equity","536,015.64","0.00","536,015.64","3,139.00","170.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAUR","LAUREATE EDUCATION INC","Consumer Discretionary","Equity","534,553.32","0.00","534,553.32","35,852.00","14.91","United States","NASDAQ","USD","1.00","USD","-"
"MRCY","MERCURY SYSTEMS INC","Industrials","Equity","533,836.72","0.00","533,836.72","13,306.00","40.12","United States","NASDAQ","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","Health Care","Equity","533,669.75","0.00","533,669.75","36,181.00","14.75","United States","NASDAQ","USD","1.00","USD","-"
"BANR","BANNER CORP","Financials","Equity","533,021.64","0.00","533,021.64","9,732.00","54.77","United States","NASDAQ","USD","1.00","USD","-"
"NMRK","NEWMARK GROUP INC CLASS A","Real Estate","Equity","533,560.98","0.00","533,560.98","42,279.00","12.62","United States","NASDAQ","USD","1.00","USD","-"
"CNMD","CONMED CORP","Health Care","Equity","531,661.20","0.00","531,661.20","7,959.00","66.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IVT","INVENTRUST PROPERTIES CORP","Real Estate","Equity","531,692.28","0.00","531,692.28","18,801.00","28.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VERX","VERTEX INC CLASS A","Information Technology","Equity","530,746.92","0.00","530,746.92","14,597.00","36.36","United States","NASDAQ","USD","1.00","USD","-"
"EXTR","EXTREME NETWORKS INC","Information Technology","Equity","529,863.02","0.00","529,863.02","35,657.00","14.86","United States","NASDAQ","USD","1.00","USD","-"
"AZZ","AZZ INC","Industrials","Equity","528,359.73","0.00","528,359.73","6,829.00","77.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMK","TRUSTMARK CORP","Financials","Equity","529,038.60","0.00","529,038.60","16,710.00","31.66","United States","NASDAQ","USD","1.00","USD","-"
"UEC","URANIUM ENERGY CORP","Energy","Equity","528,051.15","0.00","528,051.15","106,677.00","4.95","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"FRME","FIRST MERCHANTS CORP","Financials","Equity","527,547.90","0.00","527,547.90","14,533.00","36.30","United States","NASDAQ","USD","1.00","USD","-"
"FTRE","FORTREA HOLDINGS INC","Health Care","Equity","525,121.24","0.00","525,121.24","23,422.00","22.42","United States","NASDAQ","USD","1.00","USD","-"
"NVAX","NOVAVAX INC","Health Care","Equity","525,065.60","0.00","525,065.60","41,540.00","12.64","United States","NASDAQ","USD","1.00","USD","-"
"PD","PAGERDUTY INC","Information Technology","Equity","525,911.81","0.00","525,911.81","27,067.00","19.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VIAV","VIAVI SOLUTIONS INC","Information Technology","Equity","525,106.80","0.00","525,106.80","64,828.00","8.10","United States","NASDAQ","USD","1.00","USD","-"
"VSCO","VICTORIA S SECRET","Consumer Discretionary","Equity","524,515.51","0.00","524,515.51","21,523.00","24.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSBC","WESBANCO INC","Financials","Equity","524,623.52","0.00","524,623.52","17,167.00","30.56","United States","NASDAQ","USD","1.00","USD","-"
"THS","TREEHOUSE FOODS INC","Consumer Staples","Equity","522,887.13","0.00","522,887.13","13,473.00","38.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CENTA","CENTRAL GARDEN AND PET CLASS A","Consumer Staples","Equity","521,863.32","0.00","521,863.32","15,367.00","33.96","United States","NASDAQ","USD","1.00","USD","-"
"CRGY","CRESCENT ENERGY CLASS A","Energy","Equity","520,309.87","0.00","520,309.87","44,893.00","11.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RNST","RENASANT CORP","Financials","Equity","519,349.12","0.00","519,349.12","16,064.00","32.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPBD","UPBOUND GROUP INC","Consumer Discretionary","Equity","520,080.80","0.00","520,080.80","16,616.00","31.30","United States","NASDAQ","USD","1.00","USD","-"
"DBRG","DIGITALBRIDGE GROUP INC CLASS A","Real Estate","Equity","518,988.00","0.00","518,988.00","42,540.00","12.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVCR","NOVOCURE LTD","Health Care","Equity","516,356.46","0.00","516,356.46","27,306.00","18.91","United States","NASDAQ","USD","1.00","USD","-"
"COMP","COMPASS INC CLASS A","Real Estate","Equity","515,759.13","0.00","515,759.13","109,503.00","4.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBTX","INDEPENDENT BANK GROUP INC","Financials","Equity","511,879.19","0.00","511,879.19","9,481.00","53.99","United States","NASDAQ","USD","1.00","USD","-"
"SIRI","SIRIUS XM HOLDINGS INC","Communication","Equity","512,925.86","0.00","512,925.86","169,843.00","3.02","United States","NASDAQ","USD","1.00","USD","-"
"CWK","CUSHMAN AND WAKEFIELD PLC","Real Estate","Equity","511,365.50","0.00","511,365.50","40,265.00","12.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYO","PAYONEER GLOBAL INC","Financials","Equity","510,377.00","0.00","510,377.00","72,911.00","7.00","United States","NASDAQ","USD","1.00","USD","-"
"NTB","BANK OF NT BUTTERFIELD & SON LTD","Financials","Equity","510,220.08","0.00","510,220.08","14,244.00","35.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMN","AMN HEALTHCARE INC","Health Care","Equity","505,271.98","0.00","505,271.98","9,743.00","51.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APGE","APOGEE THERAPEUTICS INC","Health Care","Equity","505,865.10","0.00","505,865.10","11,167.00","45.30","United States","NASDAQ","USD","1.00","USD","-"
"IMVT","IMMUNOVANT INC","Health Care","Equity","505,937.92","0.00","505,937.92","16,384.00","30.88","United States","NASDAQ","USD","1.00","USD","-"
"OMCL","OMNICELL INC","Health Care","Equity","504,728.01","0.00","504,728.01","11,757.00","42.93","United States","NASDAQ","USD","1.00","USD","-"
"KAR","OPENLANE INC","Industrials","Equity","503,225.40","0.00","503,225.40","28,921.00","17.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HURN","HURON CONSULTING GROUP INC","Industrials","Equity","502,285.50","0.00","502,285.50","4,761.00","105.50","United States","NASDAQ","USD","1.00","USD","-"
"GO","GROCERY OUTLET HOLDING CORP","Consumer Staples","Equity","500,842.56","0.00","500,842.56","26,584.00","18.84","United States","NASDAQ","USD","1.00","USD","-"
"AKRO","AKERO THERAPEUTICS INC","Health Care","Equity","499,727.36","0.00","499,727.36","20,548.00","24.32","United States","NASDAQ","USD","1.00","USD","-"
"JOE","ST JOE","Real Estate","Equity","500,129.23","0.00","500,129.23","8,539.00","58.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRKS","UNITED PARKS AND RESORTS INC","Consumer Discretionary","Equity","500,135.58","0.00","500,135.58","10,234.00","48.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSTM","CONSTELLIUM SE CLASS A","Materials","Equity","496,245.52","0.00","496,245.52","30,938.00","16.04","Netherlands","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RELY","REMITLY GLOBAL INC","Financials","Equity","494,430.60","0.00","494,430.60","35,066.00","14.10","United States","NASDAQ","USD","1.00","USD","-"
"TFIN","TRIUMPH FINANCIAL INC","Financials","Equity","492,777.90","0.00","492,777.90","5,898.00","83.55","United States","NASDAQ","USD","1.00","USD","-"
"ALGM","ALLEGRO MICROSYSTEMS INC","Information Technology","Equity","490,945.28","0.00","490,945.28","19,544.00","25.12","United States","NASDAQ","USD","1.00","USD","-"
"LLYVK","LIBERTY MEDIA LIBERTY LIVE CORP SE","Communication","Equity","491,265.50","0.00","491,265.50","12,475.00","39.38","United States","NASDAQ","USD","1.00","USD","-"
"WKC","WORLD KINECT","Energy","Equity","491,115.42","0.00","491,115.42","18,069.00","27.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STC","STEWART INFO SERVICES CORP","Financials","Equity","489,787.92","0.00","489,787.92","6,984.00","70.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANDE","ANDERSONS INC","Consumer Staples","Equity","487,174.78","0.00","487,174.78","9,979.00","48.82","United States","NASDAQ","USD","1.00","USD","-"
"TROX","TRONOX HOLDINGS PLC","Materials","Equity","486,675.60","0.00","486,675.60","34,516.00","14.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMMT","SUMMIT THERAPEUTICS INC","Health Care","Equity","485,198.12","0.00","485,198.12","40,876.00","11.87","United States","NASDAQ","USD","1.00","USD","-"
"B","BARNES GROUP INC","Industrials","Equity","483,826.80","0.00","483,826.80","12,580.00","38.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMPH","AMPHASTAR PHARMACEUTICALS INC","Health Care","Equity","481,842.24","0.00","481,842.24","10,632.00","45.32","United States","NASDAQ","USD","1.00","USD","-"
"CAR","AVIS BUDGET GROUP INC","Industrials","Equity","482,427.27","0.00","482,427.27","5,499.00","87.73","United States","NASDAQ","USD","1.00","USD","-"
"IESC","IES INC","Industrials","Equity","480,566.54","0.00","480,566.54","2,726.00","176.29","United States","NASDAQ","USD","1.00","USD","-"
"POWL","POWELL INDUSTRIES INC","Industrials","Equity","481,127.00","0.00","481,127.00","2,881.00","167.00","United States","NASDAQ","USD","1.00","USD","-"
"OFG","OFG BANCORP","Financials","Equity","479,600.10","0.00","479,600.10","11,298.00","42.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RKLB","ROCKET LAB USA INC","Industrials","Equity","478,905.35","0.00","478,905.35","82,145.00","5.83","United States","NASDAQ","USD","1.00","USD","-"
"FOXF","FOX FACTORY HOLDING CORP","Consumer Discretionary","Equity","474,268.55","0.00","474,268.55","11,387.00","41.65","United States","NASDAQ","USD","1.00","USD","-"
"DRH","DIAMONDROCK HOSPITALITY REIT","Real Estate","Equity","471,331.60","0.00","471,331.60","57,620.00","8.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EFSC","ENTERPRISE FINANCIAL SERVICES CORP","Financials","Equity","469,849.90","0.00","469,849.90","9,490.00","49.51","United States","NASDAQ","USD","1.00","USD","-"
"KN","KNOWLES CORP","Information Technology","Equity","469,102.48","0.00","469,102.48","26,488.00","17.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGM","FEDERAL AGRICULTURAL MORTGAGE NON","Financials","Equity","467,029.86","0.00","467,029.86","2,563.00","182.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRG","PROG HOLDINGS INC","Financials","Equity","468,181.35","0.00","468,181.35","10,815.00","43.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STAA","STAAR SURGICAL","Health Care","Equity","467,542.62","0.00","467,542.62","12,834.00","36.43","United States","NASDAQ","USD","1.00","USD","-"
"FWONA","LIBERTY MEDIA FORMULA ONE CORP SER","Communication","Equity","465,899.50","0.00","465,899.50","6,670.00","69.85","United States","NASDAQ","USD","1.00","USD","-"
"FBK","FB FINANCIAL CORP","Financials","Equity","462,942.30","0.00","462,942.30","10,555.00","43.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BANC","BANC OF CALIFORNIA INC","Financials","Equity","461,980.60","0.00","461,980.60","34,348.00","13.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BHE","BENCHMARK ELECTRONICS INC","Information Technology","Equity","461,154.60","0.00","461,154.60","10,810.00","42.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NHC","NATIONAL HEALTHCARE CORP","Health Care","Equity","461,459.94","0.00","461,459.94","3,559.00","129.66","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"PRDO","PERDOCEO EDUCATION CORP","Consumer Discretionary","Equity","461,251.89","0.00","461,251.89","20,257.00","22.77","United States","NASDAQ","USD","1.00","USD","-"
"LEG","LEGGETT & PLATT INC","Consumer Discretionary","Equity","460,843.38","0.00","460,843.38","36,838.00","12.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCL","STEPAN","Materials","Equity","460,945.26","0.00","460,945.26","6,198.00","74.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UCTT","ULTRA CLEAN HOLDINGS INC","Information Technology","Equity","459,837.40","0.00","459,837.40","11,671.00","39.40","United States","NASDAQ","USD","1.00","USD","-"
"SJW","SJW GROUP","Utilities","Equity","459,215.82","0.00","459,215.82","7,782.00","59.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPT","SPROUT SOCIAL INC CLASS A","Information Technology","Equity","458,912.39","0.00","458,912.39","13,877.00","33.07","United States","NASDAQ","USD","1.00","USD","-"
"TTMI","TTM TECHNOLOGIES INC","Information Technology","Equity","458,698.98","0.00","458,698.98","24,477.00","18.74","United States","NASDAQ","USD","1.00","USD","-"
"WGO","WINNEBAGO INDUSTRIES INC","Consumer Discretionary","Equity","458,787.68","0.00","458,787.68","7,943.00","57.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMWD","AMERICAN WOODMARK CORP","Industrials","Equity","456,384.57","0.00","456,384.57","4,831.00","94.47","United States","NASDAQ","USD","1.00","USD","-"
"HLIT","HARMONIC INC","Information Technology","Equity","456,487.83","0.00","456,487.83","32,583.00","14.01","United States","NASDAQ","USD","1.00","USD","-"
"SUPN","SUPERNUS PHARMACEUTICALS INC","Health Care","Equity","455,456.50","0.00","455,456.50","13,298.00","34.25","United States","NASDAQ","USD","1.00","USD","-"
"MODG","TOPGOLF CALLAWAY BRANDS CORP","Consumer Discretionary","Equity","455,544.38","0.00","455,544.38","38,671.00","11.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNL","GLOBAL NET LEASE INC","Real Estate","Equity","454,949.30","0.00","454,949.30","55,822.00","8.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REVG","REV GROUP INC","Industrials","Equity","450,926.40","0.00","450,926.40","15,234.00","29.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INTA","INTAPP INC","Information Technology","Equity","450,665.22","0.00","450,665.22","11,261.00","40.02","United States","NASDAQ","USD","1.00","USD","-"
"APOG","APOGEE ENTERPRISES INC","Industrials","Equity","448,469.49","0.00","448,469.49","7,077.00","63.37","United States","NASDAQ","USD","1.00","USD","-"
"ROIC","RETAIL OPPORTUNITY INVESTMENTS REI","Real Estate","Equity","448,858.56","0.00","448,858.56","29,472.00","15.23","United States","NASDAQ","USD","1.00","USD","-"
"MSGE","MADISON SQUARE GARDEN ENTERTAINMEN","Communication","Equity","446,600.32","0.00","446,600.32","11,552.00","38.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMBA","AMBARELLA INC","Information Technology","Equity","446,261.43","0.00","446,261.43","9,393.00","47.51","United States","NASDAQ","USD","1.00","USD","-"
"PGNY","PROGYNY INC","Health Care","Equity","445,168.35","0.00","445,168.35","21,351.00","20.85","United States","NASDAQ","USD","1.00","USD","-"
"CORZ","CORE SCIENTIFIC INC","Information Technology","Equity","444,220.72","0.00","444,220.72","47,972.00","9.26","United States","NASDAQ","USD","1.00","USD","-"
"CAL","CALERES INC","Consumer Discretionary","Equity","443,059.10","0.00","443,059.10","10,846.00","40.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLMN","HILLMAN SOLUTIONS CORP","Industrials","Equity","443,145.13","0.00","443,145.13","47,093.00","9.41","United States","NASDAQ","USD","1.00","USD","-"
"REYN","REYNOLDS CONSUMER PRODUCTS INC","Consumer Staples","Equity","442,239.19","0.00","442,239.19","14,533.00","30.43","United States","NASDAQ","USD","1.00","USD","-"
"GEO","GEO GROUP REIT INC","Industrials","Equity","440,810.64","0.00","440,810.64","33,624.00","13.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THRM","GENTHERM INC","Consumer Discretionary","Equity","440,599.88","0.00","440,599.88","8,582.00","51.34","United States","NASDAQ","USD","1.00","USD","-"
"RLJ","RLJ LODGING TRUST REIT","Real Estate","Equity","439,338.00","0.00","439,338.00","47,496.00","9.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBCF","SEACOAST BANKING OF FLORIDA","Financials","Equity","440,490.90","0.00","440,490.90","16,955.00","25.98","United States","NASDAQ","USD","1.00","USD","-"
"TNC","TENNANT","Industrials","Equity","439,875.07","0.00","439,875.07","4,691.00","93.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAKE","CHEESECAKE FACTORY INC","Consumer Discretionary","Equity","439,034.40","0.00","439,034.40","11,802.00","37.20","United States","NASDAQ","USD","1.00","USD","-"
"MIRM","MIRUM PHARMACEUTICALS INC","Health Care","Equity","438,183.03","0.00","438,183.03","10,551.00","41.53","United States","NASDAQ","USD","1.00","USD","-"
"PEB","PEBBLEBROOK HOTEL TRUST REIT","Real Estate","Equity","438,734.40","0.00","438,734.40","34,710.00","12.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WOLF","WOLFSPEED INC","Information Technology","Equity","437,965.92","0.00","437,965.92","33,104.00","13.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVPT","AVEPOINT INC CLASS A","Information Technology","Equity","437,555.86","0.00","437,555.86","39,814.00","10.99","United States","NASDAQ","USD","1.00","USD","-"
"INFA","INFORMATICA INC CLASS A","Information Technology","Equity","437,513.23","0.00","437,513.23","18,329.00","23.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VYX","NCR VOYIX CORP","Information Technology","Equity","437,593.60","0.00","437,593.60","34,187.00","12.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CODI","COMPASS DIVERSIFIED","Financials","Equity","435,751.16","0.00","435,751.16","20,564.00","21.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTH","HILLTOP HOLDINGS INC","Financials","Equity","435,851.10","0.00","435,851.10","14,010.00","31.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STR","SITIO ROYALTIES CORP CLASS A","Energy","Equity","435,493.53","0.00","435,493.53","19,433.00","22.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHCO","CITY HOLDING","Financials","Equity","434,622.24","0.00","434,622.24","3,834.00","113.36","United States","NASDAQ","USD","1.00","USD","-"
"TALO","TALOS ENERGY INC","Energy","Equity","434,771.22","0.00","434,771.22","36,413.00","11.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPOR","GULFPORT ENERGY CORP","Energy","Equity","432,717.53","0.00","432,717.53","2,989.00","144.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGNI","MAGNITE INC","Communication","Equity","431,194.68","0.00","431,194.68","34,468.00","12.51","United States","NASDAQ","USD","1.00","USD","-"
"MCY","MERCURY GENERAL CORP","Financials","Equity","430,959.35","0.00","430,959.35","7,141.00","60.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYBT","STOCK YARDS BANCORP INC","Financials","Equity","431,024.97","0.00","431,024.97","7,701.00","55.97","United States","NASDAQ","USD","1.00","USD","-"
"DVAX","DYNAVAX TECHNOLOGIES CORP","Health Care","Equity","429,491.16","0.00","429,491.16","37,874.00","11.34","United States","NASDAQ","USD","1.00","USD","-"
"KNTK","KINETIK HOLDINGS INC CLASS A","Energy","Equity","429,352.44","0.00","429,352.44","9,834.00","43.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CASH","PATHWARD FINANCIAL INC","Financials","Equity","429,693.39","0.00","429,693.39","6,753.00","63.63","United States","NASDAQ","USD","1.00","USD","-"
"IART","INTEGRA LIFESCIENCES HOLDINGS CORP","Health Care","Equity","428,237.40","0.00","428,237.40","19,590.00","21.86","United States","NASDAQ","USD","1.00","USD","-"
"DK","DELEK US HOLDINGS INC","Energy","Equity","426,716.64","0.00","426,716.64","19,467.00","21.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DFIN","DONNELLEY FINANCIAL SOLUTIONS INC","Financials","Equity","427,323.33","0.00","427,323.33","6,543.00","65.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALG","ALAMO GROUP INC","Industrials","Equity","424,680.15","0.00","424,680.15","2,433.00","174.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BORR","BORR DRILLING LTD","Energy","Equity","426,077.12","0.00","426,077.12","63,784.00","6.68","Norway","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SFL","SFL LTD","Energy","Equity","426,055.02","0.00","426,055.02","35,683.00","11.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARI","APOLLO COMMERCIAL REAL ESTATE FINA","Financials","Equity","424,587.33","0.00","424,587.33","41,749.00","10.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LILAK","LIBERTY LATIN AMERICA LTD CLASS C","Communication","Equity","422,904.72","0.00","422,904.72","43,464.00","9.73","United States","NASDAQ","USD","1.00","USD","-"
"MYRG","MYR GROUP INC","Industrials","Equity","422,746.80","0.00","422,746.80","4,130.00","102.36","United States","NASDAQ","USD","1.00","USD","-"
"TRUP","TRUPANION INC","Financials","Equity","423,159.75","0.00","423,159.75","9,775.00","43.29","United States","NASDAQ","USD","1.00","USD","-"
"LSXMA","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Communication","Equity","421,330.25","0.00","421,330.25","19,195.00","21.95","United States","NASDAQ","USD","1.00","USD","-"
"RXST","RXSIGHT INC","Health Care","Equity","420,228.68","0.00","420,228.68","8,282.00","50.74","United States","NASDAQ","USD","1.00","USD","-"
"XHR","XENIA HOTELS RESORTS REIT INC","Real Estate","Equity","419,003.10","0.00","419,003.10","31,386.00","13.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXM","OXFORD INDUSTRIES INC","Consumer Discretionary","Equity","418,446.88","0.00","418,446.88","4,666.00","89.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VSTS","VESTIS CORP","Industrials","Equity","417,395.52","0.00","417,395.52","31,336.00","13.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PZZA","PAPA JOHNS INTERNATIONAL INC","Consumer Discretionary","Equity","415,601.34","0.00","415,601.34","8,869.00","46.86","United States","NASDAQ","USD","1.00","USD","-"
"UAA","UNDER ARMOUR INC CLASS A","Consumer Discretionary","Equity","414,654.39","0.00","414,654.39","51,003.00","8.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENVX","ENOVIX CORP","Industrials","Equity","413,682.62","0.00","413,682.62","38,807.00","10.66","United States","NASDAQ","USD","1.00","USD","-"
"AVDX","AVIDXCHANGE HOLDINGS INC","Financials","Equity","410,932.64","0.00","410,932.64","50,858.00","8.08","United States","NASDAQ","USD","1.00","USD","-"
"OSW","ONESPAWORLD HOLDINGS LTD","Consumer Discretionary","Equity","411,035.04","0.00","411,035.04","27,024.00","15.21","United States","NASDAQ","USD","1.00","USD","-"
"ELME","ELME","Real Estate","Equity","409,885.96","0.00","409,885.96","23,914.00","17.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBI","JANUS INTERNATIONAL GROUP INC","Industrials","Equity","409,467.53","0.00","409,467.53","38,161.00","10.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRM","PERIMETER SOLUTIONS SA","Materials","Equity","410,151.00","0.00","410,151.00","39,062.00","10.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LGND","LIGAND PHARMACEUTICALS INC","Health Care","Equity","408,291.67","0.00","408,291.67","3,959.00","103.13","United States","NASDAQ","USD","1.00","USD","-"
"UA","UNDER ARMOUR INC CLASS C","Consumer Discretionary","Equity","405,897.10","0.00","405,897.10","51,905.00","7.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WT","WISDOMTREE INC","Financials","Equity","405,806.76","0.00","405,806.76","40,662.00","9.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLMN","BLOOMIN BRANDS INC","Consumer Discretionary","Equity","405,213.02","0.00","405,213.02","23,477.00","17.26","United States","NASDAQ","USD","1.00","USD","-"
"ESRT","EMPIRE STATE REALTY REIT INC TRUST","Real Estate","Equity","403,818.96","0.00","403,818.96","39,282.00","10.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LMAT","LEMAITRE VASCULAR INC","Health Care","Equity","404,157.65","0.00","404,157.65","4,835.00","83.59","United States","NASDAQ","USD","1.00","USD","-"
"VERA","VERA THERAPEUTICS INC CLASS A","Health Care","Equity","403,271.96","0.00","403,271.96","10,829.00","37.24","United States","NASDAQ","USD","1.00","USD","-"
"VRE","VERIS RESIDENTIAL INC","Real Estate","Equity","402,308.40","0.00","402,308.40","24,531.00","16.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALKT","ALKAMI TECHNOLOGY INC","Information Technology","Equity","400,585.38","0.00","400,585.38","12,786.00","31.33","United States","NASDAQ","USD","1.00","USD","-"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Utilities","Equity","400,612.03","0.00","400,612.03","29,653.00","13.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","Industrials","Equity","401,130.78","0.00","401,130.78","15,018.00","26.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNA","CNA FINANCIAL CORP","Financials","Equity","398,793.60","0.00","398,793.60","8,172.00","48.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RAMP","LIVERAMP HOLDINGS INC","Information Technology","Equity","399,315.93","0.00","399,315.93","16,913.00","23.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTS","CTS CORP","Information Technology","Equity","397,109.84","0.00","397,109.84","8,408.00","47.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NAVI","NAVIENT CORP","Financials","Equity","397,522.98","0.00","397,522.98","25,713.00","15.46","United States","NASDAQ","USD","1.00","USD","-"
"PAR","PAR TECHNOLOGY CORP","Information Technology","Equity","397,521.16","0.00","397,521.16","7,556.00","52.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNDX","SYNDAX PHARMACEUTICALS INC","Health Care","Equity","397,703.00","0.00","397,703.00","19,925.00","19.96","United States","NASDAQ","USD","1.00","USD","-"
